id,name,address,city,postal_code,stars,review_count,is_open,categories
185,"""PDQ""","""3737 W Craig Rd""",North Las Vegas,89032,4.5,257,1,Sandwiches;Fast Food;Restaurants;Salad;Chicken Shop
186,"""Windsor""","""5223 N Central Ave""",Phoenix,85012,4,977,1,American (New);Bars;Food;Pubs;Nightlife;Restaurants;Beer;Wine & Spirits;Breakfast & Brunch
187,"""Chang Lee Restaurant""","""13600 N 99th Ave""",Sun City,85351,3,32,1,Food;Asian Fusion;Restaurants;Food Delivery Services;Chinese
188,"""Fabio On Fire""","""8275 W Lake Pleasant Pkwy, Ste 101""",Peoria,85382,4.5,132,1,Italian;Pizza;Food;Food Trucks;Restaurants
189,"""I Roll Thai Ice Cream""","""1949 W Ray Rd, Ste 27""",Chandler,85224,4.5,43,1,Restaurants;Food;Thai;Ice Cream & Frozen Yogurt;Desserts
190,"""Taco Bell""","""1491 W Horizon Ridge Pkwy""",Henderson,89012,3,31,1,Restaurants;Tex-Mex;Mexican;Fast Food
191,"""Wendy's""","""8720 Rachel Freeman Way""",Charlotte,28278,2,12,1,Restaurants;Fast Food;Burgers
192,"""Noble Coffee""","""1421 Bloor Street W""",Toronto,M6P 3L4,5,6,1,Food;Cafes;Coffee & Tea;Restaurants;Sandwiches
193,"""Wendy's""","""2346 E McDowell Rd""",Phoenix,85006,3.5,11,1,Burgers;Restaurants;Fast Food
194,"""KFC""","""1516 Greenway Cross""",Madison,53713,1,5,1,Restaurants;Fast Food;Chicken Wings;Food
195,"""Subway""","""3950 W Lake Mead Blvd""",North Las Vegas,89032,3,3,1,Sandwiches;Fast Food;Restaurants
196,"""Subway""","""3999 Las Vegas Blvd S""",Las Vegas,89119,2,15,1,Restaurants;Sandwiches;Fast Food
197,"""Freshii Oakville""","""511 Maple Grove Drive, Suite 27""",Oakville,L6J 4W3,3,4,1,Health Markets;Fast Food;Restaurants;Specialty Food;Ice Cream & Frozen Yogurt;Food;Breakfast & Brunch;Juice Bars & Smoothies
198,"""Hong""","""21 Argyle Place""",Edinburgh,EH9 1JJ,3.5,9,1,Fast Food;Restaurants
199,"""Buffalo Wild Wings""","""9402 Northlake W Dr, Ste 103""",Charlotte,28216,2.5,81,1,Chicken Wings;Restaurants;Sports Bars;Beer;Wine & Spirits;Food;Fast Food;Nightlife;Bars;American (Traditional)
200,"""Waffles Cafe""","""6446 N Durango Dr, Ste 150""",Las Vegas,89149,4,270,1,Breakfast & Brunch;Coffee & Tea;Restaurants;Food
201,"""The Ship on the Shore""","""24-26 The Shore""",Edinburgh,EH6 6QN,4,38,1,Restaurants;Seafood
202,"""Taco Bell""","""1550 E Warner Rd.""",Gilbert,85296,3.5,15,1,Restaurants;Tex-Mex;Fast Food;Mexican
203,"""Two Brothers Tap House and Brewery""","""4321 N Scottsdale Rd""",Scottsdale,85251,3.5,185,1,Restaurants;Breweries;American (Traditional);Gastropubs;Food
204,"""Presse Café""","""1794 Avenue Pierre-Peladeau, Suite G07""",Laval,H7T 2Z1,2.5,10,1,Restaurants;Coffee & Tea;Food;Sandwiches;Breakfast & Brunch;Cafes;Internet Cafes
205,"""Scooter's Dawghouse""","""9600 Blackbrook Rd""",Mentor,44060,4.5,96,1,Restaurants;Ice Cream & Frozen Yogurt;Hot Dogs;Food;American (New)
206,"""The Mermaid and The Oyster""","""351 Kerr Street""",Oakville,L6K 3B7,4.5,10,1,Food;Seafood;Specialty Food;Restaurants;Seafood Markets
207,"""Panda Express""","""6501 E Greenway Pkwy, Ste 131""",Scottsdale,85254,2.5,18,1,Fast Food;Restaurants;Chinese
208,"""Sonic Drive-In""","""17181 W Greenway Rd""",Surprise,85388,3.5,5,1,Burgers;Fast Food;Restaurants
209,"""Ella's Deli""","""2902 E Washington Ave""",Madison,53704,3,249,1,Local Flavor;Restaurants;Burgers;Museums;American (Traditional);Delis;Arts & Entertainment;Food;Ice Cream & Frozen Yogurt
210,"""KFC""","""10267 W Charleston Blvd.""",Las Vegas,89135,1.5,38,1,Chicken Wings;Restaurants;Fast Food
211,"""McDonald's""","""4500 University Ave""",Madison,53705,1.5,6,1,Fast Food;Restaurants;Burgers
212,"""The Caribbean Queen of Patties""","""1294 Bloor Street W""",Toronto,M6H 1N9,3,7,1,Caribbean;Restaurants;Specialty Food;Food
213,"""Fiesta Filipina Cuisine""","""2980 St Rose Pkwy, Ste 120""",Henderson,89183,3.5,151,1,Fast Food;Filipino;Restaurants;Specialty Food;Ethnic Food;Food
214,"""Santo's Pizza & Pasta""","""7565 Pearl Rd""",Cleveland,44130,4,61,1,Italian;Pizza;Food;Desserts;Restaurants
215,"""Dunkin' Donuts""","""2267 Spider Dr NE""",Kannapolis,28083,2.5,7,1,Coffee & Tea;Restaurants;Donuts;Food
216,"""Chubby Cattle""","""3400 S Jones Blvd, Ste 15""",Las Vegas,89146,4.5,516,1,Do-It-Yourself Food;Barbeque;Restaurants;Hot Pot;Chinese;Fondue;Mongolian;Food
217,"""Jersey Mike's Subs""","""4715 S Rural Rd""",Tempe,85282,2.5,22,1,Sandwiches;Delis;Restaurants;Fast Food
218,"""Green Leaf's & Bananas""","""875 S Grand Central Pkwy, Ste 1490""",Las Vegas,89106,2,23,1,Soup;Restaurants;Ice Cream & Frozen Yogurt;Food;Salad;Juice Bars & Smoothies
219,"""McDonald's""","""9505 South Blvd""",Charlotte,28273,1,8,1,Burgers;Fast Food;Restaurants
220,"""Mr Hoagie""","""4734 Lebanon Church Rd""",Dravosburg,15034,3.5,11,1,Fast Food;Restaurants
221,"""Panda Express""","""2434 E Baseline Rd, Ste 101""",Phoenix,85042,2.5,28,1,Chinese;Fast Food;Restaurants
222,"""The Shmooz""","""590 Pape Avenue""",Toronto,M4K 3R8,4.5,15,1,Tea Rooms;Cafes;Coffee & Tea;Restaurants;Food
223,"""Steak 'n Shake""","""7020 Aurora Rd""",Aurora,44202,2,29,1,American (New);Diners;Restaurants;Breakfast & Brunch;Steakhouses;Burgers;Fast Food
224,"""Café Touski""","""2361 Rue Ontario Est""",Montréal,H2K 1W1,4,31,1,Breakfast & Brunch;Food;Restaurants;Coffee & Tea;Gluten-Free;Comfort Food
225,"""Firebirds Wood Fired Grill""","""7716 Rea Rd""",Charlotte,28277,4,261,1,American (New);Steakhouses;Wine Bars;American (Traditional);Nightlife;Bars;Seafood;Restaurants
226,"""Panera Bread""","""14835 Ballantyne Village Way""",Charlotte,28277,3,45,1,Restaurants;Food;Breakfast & Brunch;Bagels;Salad;Soup;Sandwiches
227,"""Popeyes Louisiana Kitchen""","""267 College Street""",Toronto,M5T 1R6,2.5,15,1,Fast Food;Restaurants;Chicken Wings
228,"""Mama Julianne's""","""10913 Prospect Rd""",Strongsville,44149,3.5,14,1,Italian;Food Delivery Services;Pizza;Food;Restaurants
229,"""Burger King""","""2110 N Prospect Ave""",Champaign,61822,1.5,14,1,Burgers;Restaurants;Fast Food
230,"""Silver Bowl""","""311 Leith Walk""",Edinburgh,EH6 8SA,4,16,1,Thai;Chinese;Restaurants;Fast Food
231,"""Russini""","""Epplestr. 10""",Stuttgart,70597,4,11,1,Restaurants;Cafes;Food;Bistros;Coffee & Tea
232,"""Water Ice Cream & More""","""33 W Baseline Rd""",Tempe,85283,5,5,1,Restaurants;Ice Cream & Frozen Yogurt;Food
233,"""Campbell's Sweets Factory""","""2084 W 25th St""",Cleveland,44113,4.5,62,1,Specialty Food;Restaurants;Desserts;Cupcakes;Bakeries;Food;Popcorn Shops;Chocolatiers & Shops;Cafes
234,"""Smashburger""","""2904 S Santan Village Pkwy, Ste 104""",Gilbert,85295,3.5,88,1,Burgers;Restaurants;Food
235,"""Starbucks""","""6807 E Baseline Rd, Ste 101""",Mesa,85209,3,26,1,Restaurants;Coffee & Tea;Food;Cafes
236,"""The Wine Shop""","""14142 Rivergate Pkwy""",Charlotte,28273,4,117,1,Diners;Restaurants;Food;Nightlife;Bars;American (New);Wine Bars;Beer;Wine & Spirits
237,"""King Of Fish N Chips""","""7694 Islington Avenue""",Vaughan,L4L 2J1,4,21,1,Restaurants;Food;Seafood
238,"""Smoky's Club""","""3005 University Ave""",Madison,53705,3,70,1,Steakhouses;Nightlife;Venues & Event Spaces;Pubs;Bars;Event Planning & Services;Diners;Restaurants;Seafood
239,"""Popeyes Louisiana Kitchen""","""523 Danforth Avenue""",Toronto,M4K 1P7,1.5,9,1,Restaurants;Fast Food;American (Traditional)
240,"""Food Lion""","""2526 Little Rock Rd""",Charlotte,28214,2.5,3,1,Sandwiches;Food;Restaurants;Grocery;Delis
241,"""Wendy's""","""727 S Cooper Rd""",Gilbert,85233,2.5,9,1,Restaurants;Fast Food;Burgers
242,"""Eiscafé Venedig""","""Königstr. 66""",Stuttgart,70173,2.5,6,1,Cafes;Restaurants;Street Vendors;Ice Cream & Frozen Yogurt;Coffee & Tea;Food
243,"""Malaysian Garam Masala""","""4900-5000 Finch Avenue E""",Toronto,M1S 4K4,4,4,1,Indian;Food;Restaurants;Malaysian
244,"""Swiss Chalet Rotisserie & Grill""","""2555 Victoria Park Ave""",Toronto,M1T 1A3,3,10,1,American (Traditional);Barbeque;Restaurants;Comfort Food
245,"""Preston's Steakhouse""","""8700 E Pinnacle Peak Rd, Ste 115""",Scottsdale,85255,4,144,1,Restaurants;Desserts;Steakhouses;Nightlife;Food;Bars;American (Traditional);Seafood
246,"""Roxanne's Catering""","""4124 Main St""",Pittsburgh,15224,4,3,1,Restaurants;Soul Food;Food;Caterers;Seafood;Southern;Event Planning & Services
247,"""Wendy's""","""1905 S Neil St""",Champaign,61820,1.5,3,1,Burgers;Restaurants;Fast Food
248,"""News Cafe""","""Flughafenstr. 51, Terminal 3, Ebene 3""",Stuttgart,70629,2.5,11,1,Cafes;Food;Restaurants;German;Sandwiches
249,"""Bagel Bar""","""Aeroport Pierre-Elliott-Trudeau Dorval, Across from Gate 79""",Montréal,,2.5,20,1,Bagels;Restaurants;Food;Sandwiches
250,"""Local Jonny's""","""6033 E Cave Creek Rd""",Cave Creek,85331,4.5,165,1,American (New);Nightlife;Food;Cafes;Breakfast & Brunch;Restaurants;Vegetarian;Coffee & Tea;Beer Bar;Bars;Pubs
251,"""Hot Dog On A Stick""","""3850 Las Vegas Blvd S""",Las Vegas,89109,3.5,17,1,Fast Food;Food;Hot Dogs;Restaurants
252,"""Taco Bell""","""6200 West Lake Mead""",Las Vegas,89108,3,9,1,Fast Food;Tex-Mex;Restaurants;Mexican
253,"""Panda Express""","""7000 16th St, Ste 100""",Phoenix,85020,2.5,26,1,Fast Food;Restaurants;Chinese
254,"""Gourmet Aldo""","""2437 Rue Allard""",Montréal,H4E 2L3,4,4,1,Salad;Event Planning & Services;Restaurants;Sandwiches;Bakeries;Caterers;Food
255,"""Sonic Drive-In""","""4740 Baseline Rd""",Phoenix,85040,2,23,1,Fast Food;Restaurants;American (Traditional)
256,"""Montana's BBQ & Bar""","""5031 Hurontario St""",Mississauga,L4Z 3X7,2.5,23,1,American (Traditional);Fast Food;Steakhouses;Canadian (New);Restaurants;Comfort Food
257,"""Carriage Inn Restaurant and Catering""","""1601 Lovedale Rd""",Elizabeth,15037,3.5,16,1,Caterers;Event Planning & Services;Seafood;Bars;Lounges;Italian;American (Traditional);Restaurants;Nightlife
258,"""Sweet Pea Dessert Cafe""","""633 Silver Star Boulevard, Unit 121""",Scarborough,M1V 5N1,3.5,60,1,Food;Restaurants;Chinese;Desserts
259,"""Siam Cafe""","""3951 St Clair Ave NE""",Cleveland,44114,4,187,1,Chinese;Thai;Restaurants;Asian Fusion;Seafood
260,"""Pier 51""","""Löffelstr. 22-24""",Stuttgart,70597,3.5,81,1,Breakfast & Brunch;Cocktail Bars;German;Nightlife;Restaurants;Bars;American (Traditional);Seafood
261,"""Lamanna's Bakery""","""6758 Kingston Road""",Scarborough,M1B 1G8,4,136,1,Bakeries;Restaurants;Food;Italian;Desserts
262,"""Taquitos Marimar""","""Downtown Library Mall""",Madison,,4.5,6,1,Restaurants;Mexican;Food;Food Trucks
263,"""Phoenix Noodle House""","""4350 Steeles Avenue E""",Markham,L3R 9V4,3.5,7,1,Food Court;Restaurants;Chinese
264,"""Pinar Kebap & Pizza Schnellrestaurant""","""Theodor-Heuss-Str. 34""",Stuttgart,70174,2.5,15,1,Restaurants;Pizza;Kebab;Food;Turkish
265,"""Bagels on Greene""","""4160 Sainte-Catherine Rue W""",Westmount,H3Z 1P4,4,34,1,Bagels;Restaurants;Food;Sandwiches;Breakfast & Brunch;Internet Cafes;Grocery
266,"""Wildflower Bread Company""","""6428 S Mcclintock Rd, Ste 104""",Tempe,85283,4,234,1,Food;Sandwiches;Breakfast & Brunch;Restaurants;Bakeries
267,"""Captain Cookes Fish and Chips""","""219 Parliament Street""",Toronto,M5A 2Z4,4,5,1,Seafood;Restaurants
268,"""Taco Bell""","""199 N Pecos Rd""",Henderson,89074,2.5,14,1,Restaurants;Fast Food;Tex-Mex;Mexican
269,"""South St. Burger""","""360 Bay Street, Unit A""",Toronto,M5H 2V6,3.5,23,1,Restaurants;Burgers;Fast Food
270,"""Rachel's Kitchen""","""2265 Village Walk Dr""",Henderson,89052,4,329,1,Food;American (New);Gluten-Free;Breakfast & Brunch;Restaurants;Sandwiches;Juice Bars & Smoothies
271,"""Hello Sailor""","""20210 Henderson Rd, Ste 101""",Cornelius,28031,3,9,1,Bars;Seafood;Restaurants;Sports Bars;Nightlife
272,"""Venice MTL""","""440 Rue Saint-Francois-Xavier""",Montréal,H2Y 2T3,3.5,67,1,Salad;Food;Juice Bars & Smoothies;Italian;Restaurants
273,"""Rayner's Chocolate & Coffee Shop""","""14021 N 51st Ave, Ste 106""",Glendale,85306,4.5,203,1,Restaurants;Cafes;Coffee & Tea;Chocolatiers & Shops;Food;Specialty Food
274,"""Bâton Rouge""","""3035 Boulevard le Carrefour""",Laval,H7T 1C8,3.5,31,1,Barbeque;Seafood;American (Traditional);Gluten-Free;Steakhouses;Restaurants;Canadian (New)
275,"""Sweet! Mobile Cupcakery""","""All Over Cleveland""",Cleveland,44106,4,10,1,Food;Food Stands;Restaurants;Desserts
276,"""Hatfield's Goode Grub""","""16700 Lorain Ave""",Cleveland,44111,4.5,47,1,Food Trucks;Food;Southern;Street Vendors;Restaurants
277,"""Jersey Mike's Subs""","""2908 Oak Lake Blvd""",Charlotte,28208,4,23,1,Sandwiches;Fast Food;Restaurants;Delis
278,"""Taco Bell""","""1690 Cochran Rd""",Pittsburgh,15220,2,13,1,Fast Food;Tex-Mex;Restaurants;Mexican
279,"""Booster's On Main""","""175 Main Street Unionville""",Markham,L3R 2G8,3,29,1,Food;Asian Fusion;Juice Bars & Smoothies;Canadian (New);Sports Bars;Restaurants;Bars;Nightlife
280,"""Or, The Whale""","""463 Blvd of the Allies""",Pittsburgh,15219,4,61,1,Breakfast & Brunch;Restaurants;American (Traditional);Seafood;Nightlife;Bars
281,"""The Vandal""","""4306 Butler St""",Pittsburgh,15201,4,148,1,American (New);Sandwiches;Burgers;Soul Food;Cafes;Coffee & Tea;Breakfast & Brunch;Food;Modern European;Restaurants
282,"""Second Cup""","""900 Mont-Royal Avenue E""",Montréal,H2J 1X2,3.5,9,1,French;Food;Restaurants;Coffee & Tea
283,"""Juliette & chocolat""","""377 Avenue Laurier Ouest""",Montreal,H2V 2K3,3.5,54,1,Desserts;Creperies;Food;Restaurants
284,"""Arby's""","""2130 S Power Rd""",Mesa,85208,3,11,1,Restaurants;Sandwiches;Fast Food
285,"""Domino's Pizza""","""8248 W Deer Valley Rd""",Peoria,85382,1.5,14,1,Sandwiches;Food Delivery Services;Food;Chicken Wings;Pizza;Restaurants
286,"""Dejavu Mediterranean Cuisine""","""1470 Centre Street, Unit 7""",Vaughan,L4J 3N1,4.5,7,1,Restaurants;Seafood;Middle Eastern;Mediterranean
287,"""Kneaders Bakery & Cafe""","""1150 E Bell Rd""",Phoenix,85022,4,60,1,Breakfast & Brunch;American (Traditional);Bakeries;Restaurants;Food
288,"""Sky Asian Bistro""","""9925 Leitner Dr""",Pineville,28134,3.5,131,1,Buffets;Sushi Bars;Restaurants;Chinese;Asian Fusion;Seafood
289,"""Greens and Proteins""","""8975 S Eastern Ave""",Las Vegas,89123,4,635,1,Juice Bars & Smoothies;Cafes;Vegetarian;American (New);American (Traditional);Sandwiches;Vegan;Food;Pizza;Breakfast & Brunch;Burgers;Restaurants
290,"""Chipotle Mexican Grill""","""371 Howe Rd, Ste C""",Cuyahoga Falls,44221,3,20,1,Mexican;Restaurants;Fast Food
291,"""Subway""","""7500 W Lake Mead Blvd, Ste 8""",Las Vegas,89128,3,14,1,Food;Fast Food;Sandwiches;Restaurants
292,"""Ruchi Tandoori Takeaway""","""3 London Road""",Edinburgh,EH7 5AP,4.5,5,1,Restaurants;Fast Food;Indian
293,"""Pickle Barrel""","""17215 Yonge St""",Newmarket,L3Y 4W5,2,40,1,Food;Sandwiches;Restaurants;Gluten-Free;Salad;Breakfast & Brunch;Delicatessen;American (Traditional)
294,"""State 48 Brewery""","""13823 W Bell Rd""",Surprise,85374,3.5,334,1,American (New);Restaurants;Pizza;Gastropubs;Breweries;Food;Nightlife;Fish & Chips;Bars;Pubs
295,"""Craftwork Kitchen""","""600 Grant St""",Pittsburgh,15219,4,23,1,Food Court;Event Planning & Services;Caterers;Restaurants
296,"""Pita Boss""","""3221 Derry Road W, Unit 8""",Mississauga,L5N 8R8,4,37,1,Middle Eastern;Food;Donairs;Restaurants;Mediterranean;Lebanese
297,"""Nando's""","""71-73 Lothian Road""",Edinburgh,EH3 9AZ,4,34,1,Fast Food;Portuguese;Chicken Wings;Restaurants
298,"""Laura's Kitchen""","""33 William Street""",Edinburgh,EH3 7LW,4.5,14,1,Coffee & Tea;Event Planning & Services;Caterers;Restaurants;Food;Cafes;Breakfast & Brunch
299,"""Subway""","""2020 Ardmore Blvd, Ste 170""",Pittsburgh,15221,3.5,4,1,Fast Food;Sandwiches;Restaurants
300,"""Summerhall Kitchen""","""9 Summerhall Pl""",Edinburgh,EH9 1QE,2.5,7,1,Restaurants;Chinese;Fast Food
301,"""The Donut House""","""13803 Independence Blvd""",Indian Trail,28079,4.5,36,1,Donuts;Breakfast & Brunch;Food;Restaurants;Bakeries
302,"""Sonic Drive-In""","""17238 N 19th Ave""",Phoenix,85023,2,15,1,Fast Food;Restaurants;American (Traditional)
303,"""Ya Hala!""","""2301 E Bell Rd""",Phoenix,85022,4,17,1,Food;Arabian;Grocery;Convenience Stores;Middle Eastern;Restaurants;Mediterranean;Falafel;Shopping;Shopping Centers
304,"""Sugar Bowl""","""4005 N Scottsdale Rd""",Scottsdale,85251,3.5,513,1,Food;Ice Cream & Frozen Yogurt;American (Traditional);Restaurants
305,"""Hidalgo Mexican Food""","""801 E Broadway""",Mesa,85204,3,25,1,Mexican;Restaurants;Food
306,"""China King""","""33125 Center Ridge Rd""",North Ridgeville,44039,3.5,10,1,Restaurants;Chinese;Food
307,"""Panera Bread""","""656 W Washington Ave""",Madison,53703,3,22,1,Food;Restaurants;Sandwiches;Bagels;Soup;Bakeries;Breakfast & Brunch;Salad
308,"""Uptown Brie""","""11 Castelfield Avenue""",Toronto,M4R 1G3,4.5,7,1,Breakfast & Brunch;Cheese Shops;Specialty Food;Restaurants;Sandwiches;Food
309,"""Del Taco""","""4800 W Cactus Ave""",Las Vegas,89141,2,24,1,Restaurants;Mexican;Fast Food
310,"""China Wok""","""6178 Dunham Rd""",Maple Heights,44137,3.5,4,1,Restaurants;Chinese;Food
311,"""Ten Ren's Tea""","""111 Times Avenue, Unit 101""",Thornhill,L3T 0A2,3.5,141,1,Taiwanese;Chinese;Restaurants;Tea Rooms;Coffee & Tea;Food
312,"""Five Guys""","""1029 Freeport Rd""",Pittsburgh,15238,3.5,15,1,Fast Food;Burgers;American (New);Restaurants
313,"""Wendy's""","""929 N Arizona Ave""",Gilbert,85233,2,18,1,Fast Food;Restaurants;Burgers
314,"""Violette's Vegan Organic Cafe & Juice Bar""","""8560 W Desert Inn Rd, Ste D5""",Las Vegas,89117,4,538,1,Juice Bars & Smoothies;Vegetarian;Vegan;Restaurants;Food
315,"""Fiesta Pilipino""","""5980 Av Victoria""",Montréal,H3W 2R8,3.5,3,1,Restaurants;Bakeries;Food;Filipino
316,"""Wendy's""","""1801 Sardis Rd N""",Charlotte,28270,3,12,1,Restaurants;Fast Food;Burgers
317,"""Seed Shack""","""3861 E Baseline Rd K136""",Gilbert,85234,4.5,23,1,Vegetarian;Juice Bars & Smoothies;Vegan;Food;Restaurants
318,"""Nestle Toll House Cafe by Chip""","""6800 N 95th Ave, Ste 760""",Glendale,85305,2.5,28,1,Coffee & Tea;Ice Cream & Frozen Yogurt;Desserts;Food;Bakeries;Restaurants;Cafes
319,"""McDonald's""","""3434 W Union Hills Dr""",Phoenix,85027,2,12,1,Restaurants;Burgers;Fast Food
320,"""Dairy Queen""","""5217 S Central Ave""",Phoenix,85040,3.5,5,1,Food;Ice Cream & Frozen Yogurt;Restaurants;Fast Food
321,"""Silver Bullet Diner""","""6003 Albemarle Rd""",Charlotte,28212,3.5,12,1,Burgers;Food;Restaurants;Breakfast & Brunch;Coffee & Tea
322,"""Auld Jocks Pie Shoppe""","""24 George IV Bridge""",Edinburgh,EH1 1EN,3.5,6,1,British;Bakeries;Food;Restaurants
323,"""Starbucks""","""1845 E Baseline Rd""",Gilbert,85233,2.5,8,1,Coffee & Tea;Cafes;Food;Restaurants
324,"""Bistro Entre Ciel et Terre""","""750 Rue de l'Eglise""",Verdun,H4G 2M8,4,20,1,Bistros;Italian;French;Seafood;Restaurants
325,"""Dimples""","""505 Highway 7, Units 10 and 11""",Markham,L3T 7T1,3.5,11,1,Food;Bubble Tea;Restaurants;Chinese;Desserts
326,"""Cafe de Noir""","""802 Brookline Blvd""",Pittsburgh,15226,4.5,9,1,Coffee Roasteries;Internet Cafes;Coffee & Tea;Restaurants;Sandwiches;Food
327,"""TGI Fridays""","""4500 W Tropicana Ave""",Las Vegas,89103,2.5,211,1,Bars;Seafood;Nightlife;Restaurants;American (Traditional)
328,"""Mitchell's Fish Market""","""185 W Waterfront Dr""",Homestead,15120,3.5,153,1,American (Traditional);Seafood Markets;Restaurants;Specialty Food;Food;Seafood
329,"""Subway""","""2700 W Baseline Rd""",Tempe,85283,3.5,14,1,Fast Food;Sandwiches;Restaurants
330,"""Phyllo Cafe""","""1028 Pape Avenue""",Toronto,M4K 3V9,3,3,1,Food;Cafes;Coffee & Tea;Restaurants
331,"""Pho Viet Vietnamese Restaurant""","""4232 W Bell Rd""",Glendale,85308,4,429,1,Ethnic Food;Restaurants;Soup;Specialty Food;Vietnamese;Food
332,"""McDonald's""","""1408 W Craig Rd""",North Las Vegas,89032,1.5,54,1,Restaurants;Fast Food;Burgers
333,"""Taco Bell""","""7714 W Bell Rd""",Glendale,85308,2,24,1,Mexican;Tex-Mex;Restaurants;Fast Food
334,"""Taco Bell""","""6424 Albemarle Rd""",Charlotte,28212,2,7,1,Tex-Mex;Restaurants;Mexican;Fast Food
335,"""Wienerschnitzel""","""4470 E Charleston""",Las Vegas,89104,3,5,1,Hot Dogs;Sandwiches;Fast Food;Restaurants
336,"""The Pump House Grille""","""40 Lakeshore Road E""",Mississauga,L5G 1C8,3.5,67,1,Breakfast & Brunch;American (Traditional);Seafood;Restaurants;Salad;Burgers
337,"""In-N-Out Burger""","""2790 W Chandler Blvd""",Chandler,85226,4.5,124,1,Fast Food;Burgers;Restaurants
338,"""Hot Bagels and Deli""","""34640 N Valley Pkwy""",Phoenix,85086,4,132,1,Breakfast & Brunch;Restaurants;Food;Delis;Bagels
339,"""Super Sandwich""","""1115 Rue Sherbrooke Ouest""",Montréal,H3A 1H3,4.5,9,1,Food;Sandwiches;Restaurants;Convenience Stores;Delicatessen
340,"""Swiss Chalet Rotisserie & Grill""","""949 Eglinton Ave W""",Toronto,M6C 2C3,2,3,1,Restaurants;American (Traditional);Comfort Food
341,"""Panda Express""","""7560 W Lake Mead Blvd""",Las Vegas,89128,2.5,34,1,Fast Food;Chinese;Restaurants
342,"""Tim Hortons""","""674 Rue Sherbrooke O""",Montréal,H3A 1E7,2,16,1,Breakfast & Brunch;Bakeries;Food;Restaurants;Coffee & Tea
343,"""Gyro Twins""","""""",Charlotte,28205,3.5,4,1,Restaurants;Event Planning & Services;Food;Greek;Food Trucks;Caterers
344,"""Milk""","""232 Morrison Street""",Edinburgh,EH3 8EA,4,41,1,Sandwiches;Food;Vegetarian;British;Coffee & Tea;Restaurants;Cafes;Breakfast & Brunch
345,"""Pizza Smart Heimservice""","""Uhlbergstr. 17""",Filderstadt,70794,3,4,1,Italian;Food;Restaurants;Food Delivery Services
346,"""Chester Tandoori""","""39-41 Brook Street""",Chester,CH1 3DZ,2,3,1,Pakistani;Fast Food;Restaurants;Indian
347,"""Black Rock Coffee""","""677 Bloor Street W""",Toronto,M6G 1L3,4,18,1,Food;Internet Cafes;Coffee & Tea;Restaurants;Cafes
